,ID,URL,Availability,Inventory_State,Brand_Link,Name,Brand_Name,Reference,Price,Views,Reference_Number,Box,Papers,Manufactured_In,Style,Gender,Case_Size,Case_Material,Dial_Color,Hours_Markers,Caseback,Case_Shape,Water_Resistance,Movement,Complications,Strap_Bracelet_Material,Band_Color,Buckle_Type,Bracelet_Length,Warranty_Details,Year
57,57,https://www.thewatchbox.com//sg/en/shop/4712659.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Submariner Date 16808,ROLEX,REF 16808 BLU IX OYS,53957.0,,16808 BLU IX OYS,Yes,No,Switzerland,"Casual, Sport",Mens,40mm,YELLOW GOLD,BLUE,"DOT, INDEX",Solid,Round,100m,Automatic,DATE,YELLOW GOLD,YELLOW GOLD,FOLDING BUCKLE,"6.5"" 2 LINKS",,1984
58,58,https://www.thewatchbox.com//sg/en/shop/4705075.html,Make An Offer,,https://www.thewatchbox.com/sg/en/watches/gem-set-watches/,GMT-Master II 116758SANR,ROLEX,REF 116758SANR BLK OYS,141728.0,58.0,116758SANR BLK OYS,Yes,No,Switzerland,"Casual, Dress, Sport",Mens,40mm,YELLOW GOLD,BLACK,DOT/INDEX,Solid,Round,100m,Automatic,DATE,YELLOW GOLD,YELLOW GOLD,FOLDING BUCKLE,"7.75""",,2007
59,59,https://www.thewatchbox.com//sg/en/shop/4632675.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Explorer II 16570,ROLEX,REF 16570 BLK IX OYS,12809.0,,16570 BLK IX OYS,No,No,Switzerland,"Casual, Dress, Sport",Mens,40mm,STAINLESS STEEL,BLACK,DOT,Solid,Round,100m,Mechanical(Automatic),DATE,STAINLESS STEEL,SILVER,FOLDING BUCKLE,7.25,,1988
60,60,https://www.thewatchbox.com//sg/en/shop/4670972.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,"Vintage Submariner ""No Date"" 5513",ROLEX,REF 5513 BLK IX OYS,17410.0,41.0,5513 BLK IX OYS,No,No,Switzerland,"Casual, Sport",Mens,40mm,STAINLESS STEEL,BLACK,DOT,Solid,Round,200m,Mechanical (Automatic),TIME ONLY,STAINLESS STEEL,SILVER,FOLDING BUCKLE,"7.5""",,1985
61,61,https://www.thewatchbox.com//sg/en/shop/4696969.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Oyster Perpetual 114200,ROLEX,REF 114200-0021,12852.0,33.0,114200-0021,No,Yes,Switzerland,"Casual, Dress",Mens,34mm,STAINLESS STEEL,GREEN,INDEX,Solid,Round,100m,Automatic,TIME-ONLY,STAINLESS STEEL,SILVER,FOLDING BUCKLE,"7.5""",,2018
62,62,https://www.thewatchbox.com//sg/en/shop/4687810.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Air-King 5500,ROLEX,REF 5500 SLV IX OYS,9936.0,,5500 SLV IX OYS,No,No,Switzerland,Casual,Mens,34mm,STAINLESS STEEL,SILVER,INDEX,Solid,Round,100m,Automatic,TIME-ONLY,STAINLESS STEEL,SILVER,FOLDING BUCKLE,"7.5""",,1959
63,63,https://www.thewatchbox.com//sg/en/shop/4609079.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,"Submariner Date ""Smurf"" 116619LB",ROLEX,REF 116619LB-0001,62316.0,45.0,116619LB-0001,No,Yes,Switzerland,"Casual, Dress, Sport",Mens,40mm,WHITE GOLD,BLUE,DOT/INDEX,Solid,Round,300m,Automatic,DATE,WHITE GOLD,SILVER,FOLDING BUCKLE,"7.5""",,2017
64,64,https://www.thewatchbox.com//sg/en/shop/4672655.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Submariner Date 16800,ROLEX,REF 16800 BLK IX OYS,21902.0,,16800 BLK IX OYS,Yes,Yes,Switzerland,"Casual, Dress, Sport",Mens,40mm,STAINLESS STEEL,BLACK,DOT,Solid,Round,300m,Mechanical (Automatic),DATE,STAINLESS STEEL,SILVER,FOLDING BUCKLE,"6.5"" 2 LINKS",,1987
65,65,https://www.thewatchbox.com//sg/en/shop/4664389.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Submariner Date 16800,ROLEX,REF 16800 BLK IX OYS,19829.0,,16800 BLK IX OYS,Yes,Yes,Switzerland,"Casual, Sport",Mens,40mm,STAINLESS STEEL,BLACK,"DOT, INDEX",Solid,Round,300m,Automatic,CALENDAR,STAINLESS STEEL,SILVER,FOLDING BUCKLE,"7.5""",,1984
66,66,https://www.thewatchbox.com//sg/en/shop/4659728.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Air-King 116900,ROLEX,REF 116900-0001,13586.0,,116900-0001,Yes,Yes,Switzerland,"Casual, Dress",Mens,40mm,STAINLESS STEEL,BLACK,ARABIC NUMERALS,Solid,Round,100m,Automatic,ANTI-MAGNETIC,STAINLESS STEEL,SILVER,FOLDING BUCKLE,"7.25"" 1 LINK",,2021
67,67,https://www.thewatchbox.com//sg/en/shop/4685038.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Daytona Cosmograph 116599RBR,ROLEX,REF 116599RBR MTR ROM,158263.0,26.0,116599RBR MTR ROM,Yes,Yes,Switzerland,Dress,Mens,401mm,WHITE GOLD,SILVER,ROMAN NUMERALS,Solid,Round,1m,Automatic,CHRONOGRAPH,ALLIGATOR,BLACK,DEPLOYANT BUCKLE,,,2011
68,68,https://www.thewatchbox.com//sg/en/shop/4692786.html,Make An Offer,Coming Soon,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Submariner Date,ROLEX,REF 168000,16232.0,,168000,No,No,Switzerland,"Casual, Dress, Sport",Mens,40mm,STAINLESS STEEL,BLACK,"INDEX, DOT",Solid,Round,300m,Automatic,DATE,STAINLESS STEEL,SILVER,FOLDING BUCKLE,"7.75""",,1987
69,69,https://www.thewatchbox.com//sg/en/shop/4666533.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,"Submariner ""No Date"" 14060M",ROLEX,REF 14060M-0001,16286.0,,14060M-0001,No,Yes,Switzerland,"Casual, Dress, Sport",Mens,40mm,STAINLESS STEEL,BLACK,"INDEX, DOT",Solid,Round,300m,Automatic,TIME-ONLY,STAINLESS STEEL,SILVER,FOLDING BUCKLE,"8""",,2011
70,70,https://www.thewatchbox.com//sg/en/shop/4700662.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Sea-Dweller 4000 16600,ROLEX,REF 16600 BLK IX OYS,13403.0,,16600 BLK IX OYS,No,No,Switzerland,"Casual, Sport",Mens,40mm,STAINLESS STEEL,BLACK,"INDEX, DOT",Solid,Round,1200m,Automatic,DATE,STAINLESS STEEL,SILVER,FOLDING BUCKLE,,,1999
71,71,https://www.thewatchbox.com//sg/en/shop/4652947.html,Make An Offer,Coming Soon,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Explorer II 16570,ROLEX,REF 16570 WHT IX OYS,13846.0,,16570 WHT IX OYS,No,No,Switzerland,"Casual, Sport",Mens,40mm,STAINLESS STEEL,WHITE,DOT/INDEX,Solid,Round,100m,Automatic,DATE,STAINLESS STEEL,SILVER,FOLDING BUCKLE,"7.75""",,1999
72,72,https://www.thewatchbox.com//sg/en/shop/4700399.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,"Sea-Dweller Deepsea ""Deep Blue"" 126660",ROLEX,REF 126660-0002,22594.0,,126660-0002,Yes,Yes,Switzerland,"Casual, Sport",Mens,44mm,STAINLESS STEEL,"BLACK, BLUE","INDEX, DOT",Solid,Round,3900m,Mechanical(Automatic),DATE,STAINLESS STEEL,SILVER,FOLDING BUCKLE,"7.5""",,2019
73,73,https://www.thewatchbox.com//sg/en/shop/4740668.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,"Sea-Dweller Deepsea ""Deep Blue"" 126660",ROLEX,REF 126660-0002,23393.0,,126660-0002,Yes,Yes,Switzerland,"Casual, Sport",Mens,44mm,STAINLESS STEEL,"BLACK, BLUE","INDEX, DOT",Solid,Round,3900m,Mechanical(Automatic),DATE,STAINLESS STEEL,SILVER,FOLDING BUCKLE,"7.75""",,2020
74,74,https://www.thewatchbox.com//sg/en/shop/4676326.html,Make An Offer,Coming Soon,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Explorer II 16570,ROLEX,REF 16570 BLK IX OYS,12312.0,,16570 BLK IX OYS,Yes,Yes,Switzerland,"Casual, Dress, Sport",Mens,40mm,STAINLESS STEEL,BLACK,"DOT, INDEX",Solid,Round,100m,Automatic,CALENDAR,STAINLESS STEEL,SILVER,FOLDING BUCKLE,"7.75""",,2005
75,75,https://www.thewatchbox.com//sg/en/shop/4637179.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Sea-Dweller 16600,ROLEX,REF 16600 BLK IX OYS,16675.0,,16600 BLK IX OYS,No,No,Switzerland,"Casual, Dress, Sport",Mens,40mm,STAINLESS STEEL,BLACK,DOT/INDEX,Solid,Round,1200m,Automatic,DATE,STAINLESS STEEL,SILVER,FOLDING BUCKLE,7.5,,2007
76,76,https://www.thewatchbox.com//sg/en/shop/4670436.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Submariner Date 16618,ROLEX,REF 16618 BLK IX OYS,49388.0,,16618 BLK IX OYS,Yes,No,Switzerland,"Casual, Dress, Sport",Mens,40mm,YELLOW GOLD,BLACK,"INDEX, DOT",Solid,Round,300m,Automatic,CALENDAR,YELLOW GOLD,YELLOW GOLD,FOLDING BUCKLE,"7.5""",,1996
77,77,https://www.thewatchbox.com//sg/en/shop/4707576.html,Make An Offer,Coming Soon,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Submariner Date 16610,ROLEX,REF 16610 BLK OYS,15908.0,,16610 BLK OYS,No,Yes,Switzerland,"Casual, Dress, Sport",Mens,40mm,STAINLESS STEEL,BLACK,"INDEX, DOT",Solid,Round,300m,Automatic,DATE,STAINLESS STEEL,SILVER,FOLDING BUCKLE,"7.25""",,2007
78,78,https://www.thewatchbox.com//sg/en/shop/4703690.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Daytona Cosmograph 116509,ROLEX,REF 116509-0064,76939.0,,116509-0064,Yes,Yes,Switzerland,"Casual, Dress, Sport",Mens,40mm,WHITE GOLD,"MOTHER OF PEARL, WHITE",DIAMOND,Solid,Round,1m,Automatic,CHRONOGRAPH,WHITE GOLD,SILVER,FOLDING BUCKLE,,,2009
79,79,https://www.thewatchbox.com//sg/en/shop/4765400.html,Make An Offer,Coming Soon,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Submariner Date 16800,ROLEX,REF 16800 BLK IX OYS,21470.0,,16800 BLK IX OYS,Yes,No,Switzerland,"Casual, Sport",Mens,40mm,STAINLESS STEEL,BLACK,"DOT, INDEX",Solid,Round,300m,Automatic,CALENDAR,STAINLESS STEEL,SILVER,FOLDING BUCKLE,"6.5"" 2 LINKS",,1987
80,80,https://www.thewatchbox.com//sg/en/shop/4702767.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Sea-Dweller 4000 16600,ROLEX,REF 16600 BLK IX OYS,13392.0,,16600 BLK IX OYS,No,No,Switzerland,"Casual, Dress, Sport",Mens,40mm,STAINLESS STEEL,BLACK,"INDEX, DOT",Solid,Round,1200m,Automatic,DATE,STAINLESS STEEL,SILVER,FOLDING BUCKLE,,,2003
81,81,https://www.thewatchbox.com//sg/en/shop/4705208.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Explorer II 16570,ROLEX,REF 16570 BLK IX OYS,11297.0,,16570 BLK IX OYS,Yes,No,Switzerland,"Casual, Sport",Mens,40mm,STAINLESS STEEL,BLACK,"DOT, INDEX",Solid,Round,100m,Mechanical(Automatic),DATE,STAINLESS STEEL,SILVER,FOLDING BUCKLE,"8""",,2002
82,82,https://www.thewatchbox.com//sg/en/shop/4676235.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Submariner Date 16610,ROLEX,REF 16610 BLK OYS,14234.0,,16610 BLK OYS,No,Yes,Switzerland,"Casual, Sport",Mens,40mm,STAINLESS STEEL,BLACK,"INDEX, DOT",Solid,Round,300m,Automatic,DATE,STAINLESS STEEL,SILVER,FOLDING BUCKLE,"7.25""",,2002
83,83,https://www.thewatchbox.com//sg/en/shop/4734737.html,Join Waitlist,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Daytona Cosmograph 116589BR,ROLEX,REF 116589BR PNK,,,116589BR PNK,No,Yes,Switzerland,"Casual, Dress, Sport",Mens,40mm,WHITE GOLD,"MOTHER OF PEARL, PINK",ARABIC NUMERALS,Solid,Round,1m,Automatic,CHRONOGRAPH,ALLIGATOR,PINK,DEPLOYANT BUCKLE,,,2013
84,84,https://www.thewatchbox.com//sg/en/shop/4670949.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Submariner Date,ROLEX,REF 168000,15628.0,65.0,168000,No,No,Switzerland,"Casual, Dress, Sport",Mens,40mm,STAINLESS STEEL,BLACK,"INDEX, DOT",Solid,Round,30m,Automatic,DATE,STAINLESS STEEL,SILVER,FOLDING BUCKLE,"7.5""",,1987
85,85,https://www.thewatchbox.com//sg/en/shop/4706172.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Submariner Date 168000,ROLEX,REF 16800 BLK IX OYS,16988.0,,16800 BLK IX OYS,No,No,Switzerland,"Casual, Sport",Mens,40mm,STAINLESS STEEL,BLACK,"DOT, INDEX",Solid,Round,300m,Automatic,CALENDAR,STAINLESS STEEL,SILVER,FOLDING BUCKLE,"7.25""",,1986
86,86,https://www.thewatchbox.com//sg/en/shop/4700423.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Submariner Date 16618,ROLEX,REF 16618 BLU DOT OYS,54097.0,,16618 BLU DOT OYS,Yes,Yes,Switzerland,"Casual, Dress, Sport",Mens,40mm,YELLOW GOLD,BLUE,DOT,Solid,Round,300m,Automatic,DATE,YELLOW GOLD,YELLOW GOLD,FOLDING BUCKLE,"7.25""",,1997
87,87,https://www.thewatchbox.com//sg/en/shop/4666236.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Submariner Date 116659SABR,ROLEX,REF 116659SABR-0002,283522.0,,116659SABR-0002,Yes,Yes,Switzerland,Dress,Mens,40mm,WHITE GOLD,DIAMOND,OTHER GEMS,Solid,Round,300m,Automatic,DATE,WHITE GOLD,SILVER,FOLDING BUCKLE,"8""",,2019
88,88,https://www.thewatchbox.com//sg/en/shop/4551024.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Submariner Date 16618,ROLEX,REF 16618 CHP SER BLK OYS,52844.0,,16618 CHP SER BLK OYS,No,No,Switzerland,"Casual, Dress, Sport",Mens,40mm,YELLOW GOLD,CHAMPAGNE,"DIAMOND, OTHER GEMS",Solid,Round,300m,Automatic,DATE,YELLOW GOLD,YELLOW GOLD,FOLDING BUCKLE,,,1991
89,89,https://www.thewatchbox.com//sg/en/shop/4429783.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,"Submariner ""Red"" 1680",ROLEX,REF 1680 BLK RED OYS,32378.0,,1680 BLK RED OYS,No,No,Switzerland,"Casual, Sport",Mens,40mm,STAINLESS STEEL,BLACK,"DOT, INDEX",Solid,Round,300m,Automatic,DATE,STAINLESS STEEL,SILVER,FOLDING BUCKLE,"7 3/4""",,1973
90,90,https://www.thewatchbox.com//sg/en/shop/4621892.html,Make An Offer,Coming Soon,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Sea-Dweller 4000 16600,ROLEX,REF 16600 BLK IX OYS,13532.0,,16600 BLK IX OYS,No,No,Switzerland,"Casual, Dress, Sport",Mens,40mm,STAINLESS STEEL,BLACK,"INDEX, DOT",Solid,Round,1200m,Automatic,DATE,STAINLESS STEEL,SILVER,FOLDING BUCKLE,"7.5"" 2 LINKS",,2005
91,91,https://www.thewatchbox.com//sg/en/shop/4757415.html,Join Waitlist,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Sea-Dweller 4000 126600,ROLEX,REF 126600-0001,,,126600-0001,Yes,Yes,Switzerland,"Casual, Sport",Ladies,43mm,STAINLESS STEEL,SILVER,"INDEX, DOT",Solid,Round,1220m,Automatic,DATE,STAINLESS STEEL,SILVER,FOLDING BUCKLE,,,2018
92,92,https://www.thewatchbox.com//sg/en/shop/4551354.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Submariner Date 16618,ROLEX,REF 16618 BLK IX OYS,51311.0,,16618 BLK IX OYS,Yes,Yes,Switzerland,"Casual, Dress, Sport",Mens,40mm,YELLOW GOLD,BLACK,"INDEX, DOT",Solid,Round,300m,Automatic,CALENDAR,YELLOW GOLD,YELLOW GOLD,FOLDING BUCKLE,6.25,,2001
93,93,https://www.thewatchbox.com//sg/en/shop/4765251.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Submariner Date 116618LB,ROLEX,REF 116618LB-0003,51494.0,,116618LB-0003,Yes,Yes,Switzerland,"Casual, Dress, Sport",Mens,40mm,YELLOW GOLD,BLUE,DOT,Solid,Round,300m,Automatic,DATE,YELLOW GOLD,YELLOW GOLD,FOLDING BUCKLE,"8.5""",,2017
94,94,https://www.thewatchbox.com//sg/en/shop/4601274.html,Make An Offer,Coming Soon,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Submariner Date,ROLEX,REF 168000,17734.0,,168000,No,No,Switzerland,"Casual, Dress, Sport",Mens,40mm,STAINLESS STEEL,BLACK,"INDEX, DOT",Solid,Round,30m,Automatic,DATE,STAINLESS STEEL,SILVER,FOLDING BUCKLE,"7.75""",,1986
95,95,https://www.thewatchbox.com//sg/en/shop/4695003.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Submariner Date 16618,ROLEX,REF 16618 BLK IX OYS,56657.0,,16618 BLK IX OYS,Yes,Yes,Switzerland,"Casual, Dress, Sport",Mens,40mm,YELLOW GOLD,BLACK,"INDEX, DOT",Solid,Round,300m,Automatic,CALENDAR,YELLOW GOLD,YELLOW GOLD,FOLDING BUCKLE,"7.25""",,2013
96,96,https://www.thewatchbox.com//sg/en/shop/4612362.html,Make An Offer,Coming Soon,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Sea-Dweller 16600,ROLEX,REF 16660 BLK IX OYS,16394.0,,16660 BLK IX OYS,No,No,Switzerland,"Casual, Dress, Sport",Mens,40mm,STAINLESS STEEL,BLACK,DOT/INDEX,Solid,Round,1200m,Automatic,DATE,STAINLESS STEEL,SILVER,FOLDING BUCKLE,7.25,,1978
97,97,https://www.thewatchbox.com//sg/en/shop/4776761.html,Make An Offer,Coming Soon,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Sea-Dweller 4000 126600,ROLEX,REF 126600-0001,20520.0,,126600-0001,Yes,Yes,Switzerland,"Casual, Sport",Ladies,43mm,STAINLESS STEEL,BLACK,"INDEX, DOT",Solid,Round,1220m,Automatic,DATE,STAINLESS STEEL,SILVER,FOLDING BUCKLE,,,2020
98,98,https://www.thewatchbox.com//sg/en/shop/4765145.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=F.P.%20Journe,Quantieme Perpetual Black Label,F.P. JOURNE,REF QP BL PT 42 D BK,242806.0,,QP BL PT 42 D BK,Yes,Yes,Switzerland,Dress,Mens,42mm,PLATINUM,"BLACK, SILVER",ARABIC NUMERALS,Exhibition,Round,30m,Automatic,DATE,ALLIGATOR,BLACK,DEPLOYANT BUCKLE,,,
99,99,https://www.thewatchbox.com//sg/en/shop/4556130.html,Make An Offer,,https://www.thewatchbox.com/sg/en/watches/colorful-dial-watches/,Daytona Cosmograph 116589RBR,ROLEX,REF 116589RBR PNK,70870.0,,116589RBR PNK,No,No,Switzerland,"Casual, Dress, Sport",Mens,40mm,WHITE GOLD,"METEORITE, MOTHER OF PEARL, PINK",DIAMOND,Solid,Round,1m,Automatic,CHRONOGRAPH,ALLIGATOR,PINK,DEPLOYANT BUCKLE,,,2015
100,100,https://www.thewatchbox.com//sg/en/shop/4633574.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Air-King 116900,ROLEX,REF 116900-0001,12074.0,,116900-0001,No,Yes,Switzerland,"Casual, Dress",Mens,40mm,STAINLESS STEEL,BLACK,ARABIC NUMERALS,Solid,Round,100m,Automatic,TIME-ONLY,STAINLESS STEEL,SILVER,FOLDING BUCKLE,"7.25"" 1 LINK",,2018
101,101,https://www.thewatchbox.com//sg/en/shop/4532867.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Explorer II 16570,ROLEX,REF 16570 BLK IX OYS,11362.0,,16570 BLK IX OYS,No,Yes,Switzerland,"Casual, Sport",Mens,40mm,STAINLESS STEEL,BLACK,"INDEX, DOT",Solid,Round,100m,Mechanical(Automatic),DATE,STAINLESS STEEL,SILVER,FOLDING BUCKLE,"8""",,2000
102,102,https://www.thewatchbox.com//sg/en/shop/4792313.html,Make An Offer,Coming Soon,https://www.thewatchbox.com/sg/en/search/?q=Rolex,"Submariner ""Kermit"" 126610LV",ROLEX,REF 126610LV-0002,24991.0,,126610LV-0002,Yes,Yes,Switzerland,"Casual, Sport",Mens,41mm,STAINLESS STEEL,BLACK,"INDEX, DOT",Solid,Round,300m,Automatic,DATE,STAINLESS STEEL,SILVER,FOLDING BUCKLE,,,2021
103,103,https://www.thewatchbox.com//sg/en/shop/4784070.html,Join Waitlist,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,"Submariner ""Kermit"" 126610LV",ROLEX,REF 126610LV-0002,,,126610LV-0002,Yes,Yes,Switzerland,"Casual, Sport",Mens,41mm,STAINLESS STEEL,BLACK,"INDEX, DOT",Solid,Round,300m,Automatic,DATE,STAINLESS STEEL,SILVER,FOLDING BUCKLE,,,2021
104,104,https://www.thewatchbox.com//sg/en/shop/4715694.html,Make An Offer,Coming Soon,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Submariner 16803,ROLEX,REF 16803 BLU IX OYS,17831.0,,16803 BLU IX OYS,No,No,Switzerland,"Casual, Dress, Sport",Mens,40mm,STAINLESS STEEL,BLUE,"INDEX, DOT",Solid,Round,300m,Mechanical(Automatic),DATE,TWO-TONE: YELLOW/STAINLESS,TWO TONE: YELLOW/SILVER,FOLDING BUCKLE,"7.25""",,1986 
105,105,https://www.thewatchbox.com//sg/en/shop/4707774.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Daytona Cosmograph 116519,ROLEX,REF 116519 PNK MOP DI DB,85871.0,,116519 PNK MOP DI DB,No,No,Switzerland,"Casual, Dress, Sport",Mens,40mm,WHITE GOLD,"MOTHER OF PEARL, PINK",DIAMOND,Solid,Round,1m,Automatic,CHRONOGRAPH,ALLIGATOR,PINK,DEPLOYANT BUCKLE,,,
106,106,https://www.thewatchbox.com//sg/en/shop/4720314.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Daytona Cosmograph 116515LN,ROLEX,REF 116515LN-0021,81572.0,,116515LN-0021,Yes,Yes,Switzerland,"Casual, Dress, Sport",Mens,40mm,ROSE GOLD,ROSE GOLD,"FLOWERS, INDEX",Solid,Round,1m,Automatic,CHRONOGRAPH,RUBBER,BLACK,DEPLOYANT BUCKLE,,,2021
107,107,https://www.thewatchbox.com//sg/en/shop/4773552.html,Make An Offer,Coming Soon,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Explorer II 216570,ROLEX,REF 216570-0002,14224.0,,216570-0002,Yes,Yes,Switzerland,"Casual, Sport",Mens,42mm,STAINLESS STEEL,BLACK,"INDEX, DOT",Solid,Round,100m,Automatic,DATE,STAINLESS STEEL,SILVER,FOLDING BUCKLE,"8.25""",,2012
108,108,https://www.thewatchbox.com//sg/en/shop/4776886.html,Make An Offer,Coming Soon,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Explorer II 216570,ROLEX,REF 216570-0001,14969.0,,216570-0001,No,No,Switzerland,"Casual, Sport",Mens,42mm,STAINLESS STEEL,WHITE,"INDEX, DOT",Solid,Round,100m,Automatic,DATE,STAINLESS STEEL,SILVER,FOLDING BUCKLE,"7.25""",,2010 
109,109,https://www.thewatchbox.com//sg/en/shop/4675781.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Daytona Cosmograph 116503,ROLEX,REF 116503-0008,40468.0,133.0,116503-0008,Yes,Yes,Switzerland,"Casual, Sport",Mens,40mm,STAINLESS STEEL,BLACK,INDEX,Solid,Round,100m,Automatic,CHRONOGRAPH,TWO-TONE: YELLOW/STAINLESS,TWO TONE: YELLOW/SILVER,FOLDING BUCKLE,"7.75""",,2018
110,110,https://www.thewatchbox.com//sg/en/shop/4693446.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,"GMT-Master II ""Pepsi"" 16710",ROLEX,REF 16710 PEP OYS,19786.0,126.0,16710 PEP OYS,No,No,Switzerland,"Casual, Sport",Mens,40mm,STAINLESS STEEL,BLACK,DOT,Solid,Round,100m,Mechanical(Automatic),DATE,STAINLESS STEEL,SILVER,FOLDING BUCKLE,"7.75""",,1999
111,111,https://www.thewatchbox.com//sg/en/shop/4651881.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Daytona 116520,ROLEX,REF 116520-0015,29700.0,131.0,116520-0015,No,No,Switzerland,"Casual, Dress, Sport",Mens,40mm,STAINLESS STEEL,BLACK,INDEX,Solid,Round,100m,Automatic,CHRONOGRAPH,STAINLESS STEEL,SILVER,FOLDING BUCKLE,6.9,,2001
112,112,https://www.thewatchbox.com//sg/en/shop/4698189.html,Make An Offer,,https://www.thewatchbox.com/sg/en/watches/wishlist-grail/,"GMT-Master II ""Pepsi"" 126719BLRO",ROLEX,REF 126719BLRO-0002,82166.0,97.0,126719BLRO-0002,Yes,Yes,Switzerland,"Casual, Dress, Sport",Mens,40mm,WHITE GOLD,SILVER,"DOT, INDEX",Solid,Round,100m,Automatic,DATE,WHITE GOLD,SILVER,FOLDING BUCKLE,"8""",,2021
113,113,https://www.thewatchbox.com//sg/en/shop/4678496.html,Make An Offer,,https://www.thewatchbox.com/sg/en/watches/lunar-new-year/,"GMT-Master II ""Pepsi"" 126719BLRO",ROLEX,REF 126719BLRO-0003,60901.0,94.0,126719BLRO-0003,No,Yes,Switzerland,Casual,Mens,40mm,WHITE GOLD,BLUE,DOT/INDEX,Solid,Round,100m,Mechanical(Automatic),DATE,WHITE GOLD,SILVER,FOLDING BUCKLE,"7.5""",,2019
114,114,https://www.thewatchbox.com//sg/en/shop/4629424.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Daytona Cosmograph 116523,ROLEX,REF 116523-0039,35154.0,80.0,116523-0039,No,No,Switzerland,"Casual, Dress, Sport",Mens,40mm,STAINLESS STEEL,BLACK,INDEX,Solid,Round,100m,Automatic,CHRONOGRAPH,TWO-TONE: YELLOW/STAINLESS,TWO TONE: YELLOW/SILVER,FOLDING BUCKLE,"7.25""",,2005
115,115,https://www.thewatchbox.com//sg/en/shop/4697801.html,Make An Offer,Coming Soon,https://www.thewatchbox.com/sg/en/search/?q=Rolex,GMT-Master II 116710LN,ROLEX,REF 116710LN-0001,17896.0,89.0,116710LN-0001,No,No,Switzerland,Casual,Mens,40mm,STAINLESS STEEL,BLACK,DOT,Solid,Round,100m,Mechanical (Automatic),DATE,STAINLESS STEEL,SILVER,FOLDING BUCKLE,"7.25""",,2008
